timestamp,open,high,low,close,volume
2020-01-01,100.0,102.3998,98.0065,100.3984,377256.0
2020-01-02,100.3984,101.9733,98.3856,99.9535,513535.0
2020-01-03,99.9535,99.9859,99.3909,99.4231,249756.0
2020-01-06,99.4231,100.5869,98.6186,99.7795,571148.0
2020-01-07,99.7795,101.1343,99.622,100.9749,439545.0
2020-01-08,100.9749,101.5349,100.8928,101.4524,751321.0
2020-01-09,101.4524,101.8734,100.7426,101.1624,442902.0
2020-01-10,101.1624,101.7166,98.9682,99.5134,800827.0
2020-01-13,99.5134,100.2498,97.9512,98.6815,367832.0
2020-01-14,98.6815,99.391,97.2954,98.0,614444.0
2020-01-15,98.0,100.1593,97.1827,99.3309,591032.0
2020-01-16,99.3309,100.0843,96.2642,97.0,522014.0
2020-01-17,97.0,98.5985,96.0492,97.6415,550554.0
2020-01-20,97.6415,98.0792,96.7025,97.1381,433090.0
2020-01-21,97.1381,98.373,96.4931,97.7242,567802.0
2020-01-22,97.7242,98.0473,95.342,95.6583,508887.0
2020-01-23,95.6583,97.2,93.9445,95.4834,384830.0
2020-01-24,95.4834,96.4289,95.1956,96.1392,264613.0
2020-01-27,96.1392,96.6507,95.7022,96.2134,825966.0
2020-01-28,96.2134,98.9316,94.5836,97.2837,1134933.0
2020-01-29,97.2837,98.2105,96.8631,97.7877,432085.0
2020-01-30,97.7877,99.4837,96.4242,98.1156,345559.0
2020-01-31,98.1156,98.5009,96.3507,96.7306,454570.0
2020-02-03,96.7306,97.5644,95.4611,96.2911,474146.0
2020-02-04,96.2911,96.5701,95.3056,95.5825,554891.0
2020-02-05,95.5825,95.9671,95.0519,95.4359,458572.0
2020-02-06,95.4359,99.0794,95.22,98.8557,379572.0
2020-02-07,98.8557,99.5067,97.898,98.547,360346.0
2020-02-10,98.547,100.3622,97.6096,99.4165,186760.0
2020-02-11,99.4165,100.2166,99.3132,100.1125,311015.0
2020-02-12,100.1125,101.5816,99.6492,101.1137,537601.0
2020-02-13,101.1137,103.1383,99.9861,102.0008,319442.0
2020-02-14,102.0008,102.2455,99.3822,99.6212,596260.0
2020-02-17,99.6212,99.9191,99.412,99.7097,531533.0
2020-02-18,99.7097,101.463,96.1818,97.9032,655787.0
2020-02-19,97.9032,99.707,94.4435,96.2162,540016.0
2020-02-20,96.2162,98.082,95.6207,97.4787,530002.0
2020-02-21,97.4787,98.4269,96.4696,97.4173,879807.0
2020-02-24,97.4173,98.7534,94.8076,96.126,363602.0
2020-02-25,96.126,96.2495,94.6382,94.7599,538528.0
2020-02-26,94.7599,95.2227,94.5341,94.9963,398091.0
2020-02-27,94.9963,96.291,91.6963,92.9633,420016.0
2020-02-28,92.9633,94.7703,92.8806,94.6861,363715.0
2020-03-02,94.6861,96.8579,93.4097,95.5697,626487.0
2020-03-03,95.5697,98.4286,93.945,96.7833,535369.0
2020-03-04,96.7833,99.4757,95.6243,98.2986,392772.0
2020-03-05,98.2986,99.5817,98.1874,99.4691,371601.0
2020-03-06,99.4691,101.3705,99.2276,101.125,437669.0
2020-03-09,101.125,101.8222,100.1235,100.8186,459304.0
2020-03-10,100.8186,101.806,100.163,101.1483,518152.0
2020-03-11,101.1483,101.1755,100.2792,100.3061,393821.0
2020-03-12,100.3061,103.0257,99.9291,102.6399,562976.0
2020-03-13,102.6399,103.847,101.8235,103.0275,868233.0
2020-03-16,103.0275,104.7864,102.0487,103.8003,238564.0
2020-03-17,103.8003,105.1769,101.6083,102.974,329058.0
2020-03-18,102.974,104.1145,101.494,102.6307,762508.0
2020-03-19,102.6307,102.7817,102.2071,102.3576,509832.0
2020-03-20,102.3576,103.0229,100.7802,101.4395,199222.0
2020-03-23,101.4395,102.1212,99.6072,100.2811,920091.0
2020-03-24,100.2811,102.0268,99.7703,101.5096,653569.0
2020-03-25,101.5096,104.4743,97.9918,100.9399,275534.0
2020-03-26,100.9399,102.4288,99.8152,101.3002,536476.0
2020-03-27,101.3002,103.5621,99.1021,101.3626,488620.0
2020-03-30,101.3626,101.6635,100.4739,100.7731,479691.0
2020-03-31,100.7731,101.3968,99.6945,100.3154,631363.0
2020-04-01,100.3154,102.1377,99.4999,101.314,377948.0
2020-04-02,101.314,102.0605,100.6439,101.3899,516956.0
2020-04-03,101.3899,102.7098,98.9108,100.2155,496421.0
2020-04-06,100.2155,101.5227,97.9759,99.2708,265231.0
2020-04-07,99.2708,99.279,98.5958,98.6041,536733.0
2020-04-08,98.6041,99.0376,97.0773,97.506,558532.0
2020-04-09,97.506,100.5902,95.9523,99.0125,784832.0
2020-04-10,99.0125,99.6628,98.3879,99.038,533778.0
2020-04-13,99.038,101.6336,98.4231,101.0065,370341.0
2020-04-14,101.0065,102.1755,98.9393,100.0978,549189.0
2020-04-15,100.0978,100.5822,98.9875,99.4689,345978.0
2020-04-16,99.4689,103.1249,98.4951,102.1251,431869.0
2020-04-17,102.1251,103.2561,99.3768,100.4897,417247.0
2020-04-20,100.4897,101.1641,99.0195,99.6885,453918.0
2020-04-21,99.6885,100.0663,98.256,98.6298,340202.0
2020-04-22,98.6298,99.7917,97.2481,98.4074,335858.0
2020-04-23,98.4074,100.6909,96.5018,98.7781,473559.0
2020-04-24,98.7781,100.5689,98.1557,99.9391,305318.0
2020-04-27,99.9391,102.5775,98.634,101.2552,316444.0
2020-04-28,101.2552,103.1984,98.8145,100.748,400847.0
2020-04-29,100.748,101.9506,99.7875,100.9879,475391.0
2020-04-30,100.9879,101.2869,99.1312,99.4256,396232.0
2020-05-01,99.4256,100.7377,98.7672,100.075,334107.0
2020-05-04,100.075,101.4847,96.9451,98.3303,335806.0
2020-05-05,98.3303,102.0702,96.4119,100.117,524606.0
2020-05-06,100.117,100.3066,97.6729,97.8582,412404.0
2020-05-07,97.8582,100.8963,95.7049,98.7239,313527.0
2020-05-08,98.7239,101.2635,96.4581,98.9915,856196.0
2020-05-11,98.9915,100.0186,96.9023,97.9183,376546.0
2020-05-12,97.9183,100.5285,97.7729,100.3795,329996.0
2020-05-13,100.3795,100.918,99.3101,99.8457,278126.0
2020-05-14,99.8457,102.8909,99.4099,102.4437,429148.0
2020-05-15,102.4437,103.0659,101.665,102.2863,243067.0
2020-05-18,102.2863,103.1618,101.7501,102.6238,745957.0
2020-05-19,102.6238,102.6305,100.12,100.1265,498622.0
2020-05-20,100.1265,101.4117,98.0991,99.3746,485875.0
2020-05-21,99.3746,100.235,98.772,99.6308,506808.0
2020-05-22,99.6308,99.7241,98.614,98.7064,367152.0
2020-05-25,98.7064,100.3755,96.224,97.8792,875948.0
2020-05-26,97.8792,98.0605,96.3942,96.5732,329557.0
2020-05-27,96.5732,96.7686,96.1711,96.3661,682310.0
2020-05-28,96.3661,96.3943,95.5784,95.6064,846517.0
2020-05-29,95.6064,98.9953,95.2259,98.6029,569066.0
2020-06-01,98.6029,98.6256,97.6574,97.6798,877575.0
2020-06-02,97.6798,98.5778,96.8552,97.7525,564339.0
2020-06-03,97.7525,98.9901,97.0951,98.3287,244273.0
2020-06-04,98.3287,100.8784,95.6858,98.2329,400690.0
2020-06-05,98.2329,99.9009,97.0787,98.7407,344694.0
2020-06-08,98.7407,100.4587,95.6589,97.3528,609458.0
2020-06-09,97.3528,99.3783,94.3547,96.3596,420087.0
2020-06-10,96.3596,96.8339,94.5959,95.0638,540082.0
2020-06-11,95.0638,95.8543,92.4022,93.177,336427.0
2020-06-12,93.177,94.2966,92.8748,93.9918,295450.0
2020-06-15,93.9918,94.1452,93.7626,93.916,317900.0
2020-06-16,93.916,94.3639,90.5119,90.9456,337869.0
2020-06-17,90.9456,91.7361,89.8319,90.6196,447829.0
2020-06-18,90.6196,92.1794,90.2838,91.8391,269204.0
2020-06-19,91.8391,92.733,90.5717,91.4619,763000.0
2020-06-22,91.4619,91.9042,91.3566,91.7985,231062.0
2020-06-23,91.7985,92.2631,91.6969,92.1611,474386.0
2020-06-24,92.1611,93.6293,90.875,92.3407,694495.0
